Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,Isolation_source,Lat_Lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study
SRR21833487,AMPLICON,502,3693716,PRJNA887535,SAMN31171225,Metagenome or environmental,2463243,"UNIVERSITY OF NEVADA, RENO",2018,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX17822835,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S019739,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:37:00Z,1,Neotoma243,SRP401402
SRR21833488,AMPLICON,502,4073730,PRJNA887535,SAMN31171224,Metagenome or environmental,2827293,"UNIVERSITY OF NEVADA, RENO",2018,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX17822834,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S019738,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:37:00Z,1,Neotoma242,SRP401402
SRR21833489,AMPLICON,502,3289104,PRJNA887535,SAMN31171223,Metagenome or environmental,2263082,"UNIVERSITY OF NEVADA, RENO",2018,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX17822833,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S019737,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:37:00Z,1,Neotoma241,SRP401402
SRR21833490,AMPLICON,502,7064646,PRJNA887535,SAMN31171222,Metagenome or environmental,4733843,"UNIVERSITY OF NEVADA, RENO",2018,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX17822832,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S019736,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:37:00Z,1,Neotoma240,SRP401402
SRR21833491,AMPLICON,502,10439592,PRJNA887535,SAMN31171006,Metagenome or environmental,6111269,"UNIVERSITY OF NEVADA, RENO",2018,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX17822831,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S010435,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:37:00Z,1,Neotoma24,SRP401402
SRR21833492,AMPLICON,502,3384986,PRJNA887535,SAMN31171221,Metagenome or environmental,2341320,"UNIVERSITY OF NEVADA, RENO",2018,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX17822830,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S019735,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:37:00Z,1,Neotoma239,SRP401402
SRR21833493,AMPLICON,500,4386500,PRJNA887535,SAMN31171081,Metagenome or environmental,2577576,"UNIVERSITY OF NEVADA, RENO",2018,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX17822829,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S018387,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:37:00Z,1,Neotoma99,SRP401402
SRR21833494,AMPLICON,500,6264500,PRJNA887535,SAMN31171080,Metagenome or environmental,3862400,"UNIVERSITY OF NEVADA, RENO",2018,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX17822828,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S018386,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:37:00Z,1,Neotoma98,SRP401402
SRR21833495,AMPLICON,500,7280500,PRJNA887535,SAMN31171079,Metagenome or environmental,4276367,"UNIVERSITY OF NEVADA, RENO",2018,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX17822827,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S018378,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:37:00Z,1,Neotoma97,SRP401402
SRR21833496,AMPLICON,500,11841000,PRJNA887535,SAMN31171078,Metagenome or environmental,7024196,"UNIVERSITY OF NEVADA, RENO",2017,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX17822826,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S018377,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:38:00Z,1,Neotoma96,SRP401402
SRR21833497,AMPLICON,500,11566000,PRJNA887535,SAMN31171077,Metagenome or environmental,6820646,"UNIVERSITY OF NEVADA, RENO",2017,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX17822825,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S018376,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:38:00Z,1,Neotoma95,SRP401402
SRR21833498,AMPLICON,500,4888000,PRJNA887535,SAMN31171076,Metagenome or environmental,2999428,"UNIVERSITY OF NEVADA, RENO",2017,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX17822824,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S018369,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:38:00Z,1,Neotoma94,SRP401402
SRR21833499,AMPLICON,500,6353500,PRJNA887535,SAMN31171075,Metagenome or environmental,3923125,"UNIVERSITY OF NEVADA, RENO",2019,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX17822823,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S018368,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:37:00Z,1,Neotoma93,SRP401402
SRR21833500,AMPLICON,500,7924500,PRJNA887535,SAMN31171074,Metagenome or environmental,4772746,"UNIVERSITY OF NEVADA, RENO",2018,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX17822822,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S018367,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:37:00Z,1,Neotoma92,SRP401402
SRR21833501,AMPLICON,500,6331000,PRJNA887535,SAMN31171073,Metagenome or environmental,3750719,"UNIVERSITY OF NEVADA, RENO",2017,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX17822821,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S018356,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:37:00Z,1,Neotoma91,SRP401402
SRR21833502,AMPLICON,500,6413000,PRJNA887535,SAMN31171072,Metagenome or environmental,3894812,"UNIVERSITY OF NEVADA, RENO",2019,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX17822820,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S018355,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:37:00Z,1,Neotoma90,SRP401402
SRR21833503,AMPLICON,500,6817500,PRJNA887535,SAMN31170991,Metagenome or environmental,4119605,"UNIVERSITY OF NEVADA, RENO",2017,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX17822819,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S010414,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:37:00Z,1,Neotoma9,SRP401402
SRR21833504,AMPLICON,500,6956000,PRJNA887535,SAMN31171071,Metagenome or environmental,4244321,"UNIVERSITY OF NEVADA, RENO",2017,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX17822818,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S018084,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:37:00Z,1,Neotoma89,SRP401402
SRR21833505,AMPLICON,500,5887000,PRJNA887535,SAMN31171070,Metagenome or environmental,3658876,"UNIVERSITY OF NEVADA, RENO",2018,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX17822817,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S018083,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:37:00Z,1,Neotoma88,SRP401402
SRR21833506,AMPLICON,500,6399000,PRJNA887535,SAMN31171069,Metagenome or environmental,3703401,"UNIVERSITY OF NEVADA, RENO",2018,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX17822816,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S018081,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:38:00Z,1,Neotoma87,SRP401402
SRR21833507,AMPLICON,500,6795500,PRJNA887535,SAMN31171068,Metagenome or environmental,4005543,"UNIVERSITY OF NEVADA, RENO",2017,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX17822815,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S018080,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:37:00Z,1,Neotoma86,SRP401402
SRR21833508,AMPLICON,500,6735500,PRJNA887535,SAMN31171067,Metagenome or environmental,3994852,"UNIVERSITY OF NEVADA, RENO",2018,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX17822814,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S018071,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:37:00Z,1,Neotoma85,SRP401402
SRR21833509,AMPLICON,500,9010000,PRJNA887535,SAMN31171066,Metagenome or environmental,5405457,"UNIVERSITY OF NEVADA, RENO",2018,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX17822813,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S018063,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:37:00Z,1,Neotoma84,SRP401402
SRR21833510,AMPLICON,500,7184000,PRJNA887535,SAMN31171065,Metagenome or environmental,4132297,"UNIVERSITY OF NEVADA, RENO",2017,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX17822812,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S018062,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:37:00Z,1,Neotoma83,SRP401402
SRR21833511,AMPLICON,502,13940540,PRJNA887535,SAMN31171035,Metagenome or environmental,8165550,"UNIVERSITY OF NEVADA, RENO",2018,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX17822811,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S010464,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:37:00Z,1,Neotoma53,SRP401402
SRR21833512,AMPLICON,502,7399480,PRJNA887535,SAMN31171034,Metagenome or environmental,4381353,"UNIVERSITY OF NEVADA, RENO",2017,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX17822810,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S010463,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:37:00Z,1,Neotoma52,SRP401402
SRR21833513,AMPLICON,502,14277884,PRJNA887535,SAMN31171033,Metagenome or environmental,8288133,"UNIVERSITY OF NEVADA, RENO",2019,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX17822809,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S010462,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:38:00Z,1,Neotoma51,SRP401402
SRR21833514,AMPLICON,502,8478278,PRJNA887535,SAMN31171032,Metagenome or environmental,4977766,"UNIVERSITY OF NEVADA, RENO",2018,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX17822808,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S010461,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:37:00Z,1,Neotoma50,SRP401402
SRR21833515,AMPLICON,500,4342000,PRJNA887535,SAMN31170987,Metagenome or environmental,2541959,"UNIVERSITY OF NEVADA, RENO",2017,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX17822807,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S010406,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:37:00Z,1,Neotoma5,SRP401402
SRR21833516,AMPLICON,502,12291470,PRJNA887535,SAMN31171031,Metagenome or environmental,7298442,"UNIVERSITY OF NEVADA, RENO",2019,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX17822806,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S010460,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:38:00Z,1,Neotoma49,SRP401402
SRR21833517,AMPLICON,502,17785860,PRJNA887535,SAMN31171030,Metagenome or environmental,10383500,"UNIVERSITY OF NEVADA, RENO",2019,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX17822805,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S010459,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:38:00Z,1,Neotoma48,SRP401402
SRR21833518,AMPLICON,502,8706688,PRJNA887535,SAMN31171029,Metagenome or environmental,5024544,"UNIVERSITY OF NEVADA, RENO",2019,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX17822804,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S010458,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:37:00Z,1,Neotoma47,SRP401402
SRR21833519,AMPLICON,502,12269382,PRJNA887535,SAMN31171028,Metagenome or environmental,7350833,"UNIVERSITY OF NEVADA, RENO",2019,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX17822803,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S010457,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:38:00Z,1,Neotoma46,SRP401402
SRR21833520,AMPLICON,502,11595698,PRJNA887535,SAMN31171027,Metagenome or environmental,6998028,"UNIVERSITY OF NEVADA, RENO",2019,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX17822802,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S010456,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:38:00Z,1,Neotoma45,SRP401402
SRR21833521,AMPLICON,502,9814602,PRJNA887535,SAMN31171026,Metagenome or environmental,5713059,"UNIVERSITY OF NEVADA, RENO",2019,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX17822801,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S010455,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:37:00Z,1,Neotoma44,SRP401402
SRR21833522,AMPLICON,502,14859200,PRJNA887535,SAMN31171025,Metagenome or environmental,8947001,"UNIVERSITY OF NEVADA, RENO",2019,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX17822800,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S010454,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:38:00Z,1,Neotoma43,SRP401402
SRR21833523,AMPLICON,502,12792968,PRJNA887535,SAMN31171024,Metagenome or environmental,7477357,"UNIVERSITY OF NEVADA, RENO",2019,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX17822799,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S010453,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:38:00Z,1,Neotoma42,SRP401402
SRR21833524,AMPLICON,502,9680066,PRJNA887535,SAMN31171023,Metagenome or environmental,5815772,"UNIVERSITY OF NEVADA, RENO",2019,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX17822798,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S010452,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:37:00Z,1,Neotoma41,SRP401402
SRR21833525,AMPLICON,502,12844172,PRJNA887535,SAMN31171022,Metagenome or environmental,7689044,"UNIVERSITY OF NEVADA, RENO",2019,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX17822797,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S010451,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:38:00Z,1,Neotoma40,SRP401402
SRR21833526,AMPLICON,500,12102000,PRJNA887535,SAMN31170986,Metagenome or environmental,6919631,"UNIVERSITY OF NEVADA, RENO",2017,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX17822796,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S010404,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:38:00Z,1,Neotoma4,SRP401402
SRR21833527,AMPLICON,502,8540526,PRJNA887535,SAMN31171021,Metagenome or environmental,4902671,"UNIVERSITY OF NEVADA, RENO",2019,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX17822795,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S010450,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:38:00Z,1,Neotoma39,SRP401402
SRR21833528,AMPLICON,502,13359726,PRJNA887535,SAMN31171020,Metagenome or environmental,7943171,"UNIVERSITY OF NEVADA, RENO",2019,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX17822794,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S010449,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:38:00Z,1,Neotoma38,SRP401402
SRR21833529,AMPLICON,502,11620798,PRJNA887535,SAMN31171019,Metagenome or environmental,7075725,"UNIVERSITY OF NEVADA, RENO",2019,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX17822793,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S010448,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:38:00Z,1,Neotoma37,SRP401402
SRR21833530,AMPLICON,502,8570646,PRJNA887535,SAMN31171018,Metagenome or environmental,5002925,"UNIVERSITY OF NEVADA, RENO",2019,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX17822792,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S010447,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:37:00Z,1,Neotoma36,SRP401402
SRR21833531,AMPLICON,502,13111738,PRJNA887535,SAMN31171017,Metagenome or environmental,7747835,"UNIVERSITY OF NEVADA, RENO",2018,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX17822791,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S010446,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:38:00Z,1,Neotoma35,SRP401402
SRR21833532,AMPLICON,502,9548542,PRJNA887535,SAMN31171016,Metagenome or environmental,5693377,"UNIVERSITY OF NEVADA, RENO",2018,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX17822790,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S010445,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:38:00Z,1,Neotoma34,SRP401402
SRR21833533,AMPLICON,500,6997500,PRJNA887535,SAMN31171315,Metagenome or environmental,4155145,"UNIVERSITY OF NEVADA, RENO",2020,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX17822789,USA,North America,USA: CA,Illumina MiSeq,lab,NA,S023383,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:38:00Z,1,Neotoma333,SRP401402
SRR21833534,AMPLICON,500,5534000,PRJNA887535,SAMN31171314,Metagenome or environmental,3325982,"UNIVERSITY OF NEVADA, RENO",2019,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX17822788,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S023370,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:38:00Z,1,Neotoma332,SRP401402
SRR21833535,AMPLICON,500,6553500,PRJNA887535,SAMN31171313,Metagenome or environmental,3956574,"UNIVERSITY OF NEVADA, RENO",2019,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX17822787,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S023369,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:38:00Z,1,Neotoma331,SRP401402
SRR21833536,AMPLICON,500,7446000,PRJNA887535,SAMN31171312,Metagenome or environmental,4656455,"UNIVERSITY OF NEVADA, RENO",2018,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX17822786,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S023368,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:38:00Z,1,Neotoma330,SRP401402
SRR21833537,AMPLICON,502,10348228,PRJNA887535,SAMN31171015,Metagenome or environmental,6016511,"UNIVERSITY OF NEVADA, RENO",2018,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX17822785,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S010444,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:38:00Z,1,Neotoma33,SRP401402
SRR21833538,AMPLICON,500,8425000,PRJNA887535,SAMN31171311,Metagenome or environmental,5130508,"UNIVERSITY OF NEVADA, RENO",2017,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX17822784,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S023367,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:38:00Z,1,Neotoma329,SRP401402
SRR21833539,AMPLICON,500,6631000,PRJNA887535,SAMN31171310,Metagenome or environmental,3958916,"UNIVERSITY OF NEVADA, RENO",2018,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX17822783,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S023366,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:38:00Z,1,Neotoma328,SRP401402
SRR21833540,AMPLICON,500,5092500,PRJNA887535,SAMN31171309,Metagenome or environmental,3065631,"UNIVERSITY OF NEVADA, RENO",2016,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX17822782,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S023365,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:38:00Z,1,Neotoma327,SRP401402
SRR21833541,AMPLICON,500,3374500,PRJNA887535,SAMN31171308,Metagenome or environmental,2141206,"UNIVERSITY OF NEVADA, RENO",2016,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX17822781,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S023364,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:37:00Z,1,Neotoma326,SRP401402
SRR21833542,AMPLICON,500,5756500,PRJNA887535,SAMN31171307,Metagenome or environmental,3425978,"UNIVERSITY OF NEVADA, RENO",2016,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX17822780,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S023363,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:38:00Z,1,Neotoma325,SRP401402
SRR21833543,AMPLICON,502,4852332,PRJNA887535,SAMN31171278,Metagenome or environmental,3270938,"UNIVERSITY OF NEVADA, RENO",2016,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX17822779,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S019792,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:38:00Z,1,Neotoma296,SRP401402
SRR21833544,AMPLICON,502,5725812,PRJNA887535,SAMN31171277,Metagenome or environmental,3850138,"UNIVERSITY OF NEVADA, RENO",2016,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX17822778,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S019791,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:38:00Z,1,Neotoma295,SRP401402
SRR21833545,AMPLICON,502,2510000,PRJNA887535,SAMN31171276,Metagenome or environmental,1799092,"UNIVERSITY OF NEVADA, RENO",2016,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX17822777,USA,North America,USA: CA,Illumina MiSeq,feces,35.429533 N 118.249937 W,S019790,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-06T00:00:00Z,2022-10-06T17:37:00Z,1,Neotoma294,SRP401402
